command,scope,metric,bytes,dimensions_json
012-challenge-1000000-100000-512-1,clearing sizes:,header_roots_withdrawal_total_certificate,293,"{""A"":""100000"",""B"":""512"",""E"":""100000"",""K"":""1"",""N"":""1000000"",""rows"":""100000"",""validators"":""100""}"
012-challenge-1000000-100000-512-1,clearing sizes:,entry_receipt,305,"{""A"":""100000"",""B"":""512"",""E"":""100000"",""K"":""1"",""N"":""1000000"",""rows"":""100000"",""validators"":""100""}"
012-challenge-1000000-100000-512-1,clearing challenge:,challenge,847,"{""A"":""100000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""kind"":""debit""}"
012-challenge-1000000-100000-512-1,clearing challenge:,challenge,898,"{""A"":""100000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""kind"":""entry""}"
012-challenge-1000000-100000-512-1,clearing challenge:,challenge,417,"{""A"":""100000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""kind"":""fork""}"
012-challenge-1000000-100000-512-1,clearing omitted payer:,activity_absence,673,"{""A"":""100000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""activity_rows"":""99999""}"
012-challenge-1000000-100000-512-1,clearing omitted payer:,challenge,882,"{""A"":""100000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""activity_rows"":""99999""}"
013-challenge-1000000-1000000-512-1,clearing activity disclosure:,core,16,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000""}"
013-challenge-1000000-1000000-512-1,clearing activity disclosure:,value,48,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000""}"
013-challenge-1000000-1000000-512-1,clearing activity disclosure:,account_change,80,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000""}"
013-challenge-1000000-1000000-512-1,clearing sizes:,identical_dealing,102750004,"{""A"":""1000000"",""B"":""512"",""E"":""1000000"",""K"":""1"",""N"":""1000000"",""rows"":""1000000"",""validators"":""100""}"
013-challenge-1000000-1000000-512-1,clearing sizes:,dealt_egress,10275000400,"{""A"":""1000000"",""B"":""512"",""E"":""1000000"",""K"":""1"",""N"":""1000000"",""rows"":""1000000"",""validators"":""100""}"
013-challenge-1000000-1000000-512-1,clearing sizes:,integrated_commitment,32,"{""A"":""1000000"",""B"":""512"",""E"":""1000000"",""K"":""1"",""N"":""1000000"",""rows"":""1000000"",""validators"":""100""}"
013-challenge-1000000-1000000-512-1,clearing sizes:,root_bundle,184,"{""A"":""1000000"",""B"":""512"",""E"":""1000000"",""K"":""1"",""N"":""1000000"",""rows"":""1000000"",""validators"":""100""}"
013-challenge-1000000-1000000-512-1,clearing sizes:,withdrawal_total,8,"{""A"":""1000000"",""B"":""512"",""E"":""1000000"",""K"":""1"",""N"":""1000000"",""rows"":""1000000"",""validators"":""100""}"
013-challenge-1000000-1000000-512-1,clearing sizes:,descriptor,192,"{""A"":""1000000"",""B"":""512"",""E"":""1000000"",""K"":""1"",""N"":""1000000"",""rows"":""1000000"",""validators"":""100""}"
013-challenge-1000000-1000000-512-1,clearing sizes:,certificate,69,"{""A"":""1000000"",""B"":""512"",""E"":""1000000"",""K"":""1"",""N"":""1000000"",""rows"":""1000000"",""validators"":""100""}"
013-challenge-1000000-1000000-512-1,clearing sizes:,header_certificate,101,"{""A"":""1000000"",""B"":""512"",""E"":""1000000"",""K"":""1"",""N"":""1000000"",""rows"":""1000000"",""validators"":""100""}"
013-challenge-1000000-1000000-512-1,clearing sizes:,header_roots_withdrawal_total_certificate,293,"{""A"":""1000000"",""B"":""512"",""E"":""1000000"",""K"":""1"",""N"":""1000000"",""rows"":""1000000"",""validators"":""100""}"
013-challenge-1000000-1000000-512-1,clearing sizes:,entry_receipt,305,"{""A"":""1000000"",""B"":""512"",""E"":""1000000"",""K"":""1"",""N"":""1000000"",""rows"":""1000000"",""validators"":""100""}"
013-challenge-1000000-1000000-512-1,clearing challenge:,challenge,943,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""kind"":""debit""}"
013-challenge-1000000-1000000-512-1,clearing challenge:,challenge,994,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""kind"":""entry""}"
013-challenge-1000000-1000000-512-1,clearing challenge:,challenge,417,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""kind"":""fork""}"
013-challenge-1000000-1000000-512-1,clearing omitted payer:,activity_absence,769,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""activity_rows"":""999999""}"
013-challenge-1000000-1000000-512-1,clearing omitted payer:,challenge,978,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""activity_rows"":""999999""}"
