command,scope,metric,bytes,dimensions_json
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,opening,653,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""1000002"",""position"":""500001""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,claim,683,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""1000002"",""position"":""500001""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,root,48,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""1000002"",""position"":""500001""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,request,191,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""close"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""1000002"",""position"":""500001""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,output,30,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""close"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""1000002"",""position"":""500001""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,opening,653,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""close"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""1000002"",""position"":""500001""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,claim,683,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""close"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""1000002"",""position"":""500001""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,root,48,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""close"",""fixture"":""native_keyless_mmr"",""history_outputs"":""0"",""operations"":""1000002"",""position"":""500001""}"
002-sizes-1000000-1000000-512-1,clearing empty payout epoch:,commit_opening,76,"{""W"":""0"",""commit_position"":""1026"",""history_outputs"":""1024"",""operations"":""1027""}"
002-sizes-1000000-1000000-512-1,clearing empty payout epoch:,root,48,"{""W"":""0"",""commit_position"":""1026"",""history_outputs"":""1024"",""operations"":""1027""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,request,199,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""1024"",""operations"":""1028"",""position"":""1026""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,output,30,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""1024"",""operations"":""1028"",""position"":""1026""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,opening,108,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""1024"",""operations"":""1028"",""position"":""1026""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,claim,138,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""1024"",""operations"":""1028"",""position"":""1026""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,root,48,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""1024"",""operations"":""1028"",""position"":""1026""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,request,191,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1"",""action"":""close"",""fixture"":""native_keyless_mmr"",""history_outputs"":""1024"",""operations"":""1028"",""position"":""1026""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,output,30,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1"",""action"":""close"",""fixture"":""native_keyless_mmr"",""history_outputs"":""1024"",""operations"":""1028"",""position"":""1026""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,opening,108,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1"",""action"":""close"",""fixture"":""native_keyless_mmr"",""history_outputs"":""1024"",""operations"":""1028"",""position"":""1026""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,claim,138,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1"",""action"":""close"",""fixture"":""native_keyless_mmr"",""history_outputs"":""1024"",""operations"":""1028"",""position"":""1026""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,root,48,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1"",""action"":""close"",""fixture"":""native_keyless_mmr"",""history_outputs"":""1024"",""operations"":""1028"",""position"":""1026""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,request,199,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""1024"",""operations"":""1001027"",""position"":""501026""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,output,30,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""1024"",""operations"":""1001027"",""position"":""501026""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,opening,653,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""1024"",""operations"":""1001027"",""position"":""501026""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,claim,683,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""1024"",""operations"":""1001027"",""position"":""501026""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,root,48,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""1024"",""operations"":""1001027"",""position"":""501026""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,request,191,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""close"",""fixture"":""native_keyless_mmr"",""history_outputs"":""1024"",""operations"":""1001027"",""position"":""501026""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,output,30,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""close"",""fixture"":""native_keyless_mmr"",""history_outputs"":""1024"",""operations"":""1001027"",""position"":""501026""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,opening,653,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""close"",""fixture"":""native_keyless_mmr"",""history_outputs"":""1024"",""operations"":""1001027"",""position"":""501026""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,claim,683,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""close"",""fixture"":""native_keyless_mmr"",""history_outputs"":""1024"",""operations"":""1001027"",""position"":""501026""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,root,48,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1000000"",""action"":""close"",""fixture"":""native_keyless_mmr"",""history_outputs"":""1024"",""operations"":""1001027"",""position"":""501026""}"
002-sizes-1000000-1000000-512-1,clearing empty payout epoch:,commit_opening,77,"{""W"":""0"",""commit_position"":""65538"",""history_outputs"":""65536"",""operations"":""65539""}"
002-sizes-1000000-1000000-512-1,clearing empty payout epoch:,root,48,"{""W"":""0"",""commit_position"":""65538"",""history_outputs"":""65536"",""operations"":""65539""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,request,199,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""65536"",""operations"":""65540"",""position"":""65538""}"
002-sizes-1000000-1000000-512-1,clearing withdrawal claim:,output,30,"{""A"":""1000000"",""B"":""512"",""K"":""1"",""N"":""1000000"",""W"":""1"",""action"":""amount"",""fixture"":""native_keyless_mmr"",""history_outputs"":""65536"",""operations"":""65540"",""position"":""65538""}"
